document_id,review,cleaned_review,sentiment
868,"I was sceptical of course, so my expectations were low... it was so good! It's dark and dirty. Pattinson is not the only one doing a great job acting. Excited for future movies.. wikk for sure watch it again.",sceptic cours expect low good dark dirti pattinson one great job act excit futur movi wikk sure watch,positive
869,"Given the current landscape of superhero movies, (in several ways) ""The Batman"" is something different; and that definitely works in its favor. Namely, Robert Pattinson, whose performance walks the fine line between hurt and rage. He wears the pain of Bruce's childhood trauma on his sleeve, but brings such ferocity to his street justice. I have to give the man credit; this is a performance that sets his interpretation apart from previous Bat actors.But also (and this was my favorite aspect of the marketing campaign), Batman is an honest-to-god detective - something I've waited years to see on the big screen - and it fits this movie like a glove.This isn't my favorite Batman movie; the running time works against it, as well as the atmosphere that derives too much from ""The Crow"" and ""Seven"". And I appreciated it more from a technical standpoint which, since we're talking a superhero movie, surprised me a little. The camerawork, makeup and sound design are superb, and the Batmobile chase scene is nothing short of jaw-dropping. However, credit to Matt Reeves for giving this Dark Knight a character arc. I think it strengthens the third act immensely.I can't honestly gauge this film's replay value, but I enjoyed seeing it, and I'm up for a sequel. The only thing I ask is please, please do not do the Joker. Stick with being different and pick someone else from the rogues gallery. He's been done.",given current landscap superhero movi sever way batman someth differ definit work favor name robert pattinson whose perform walk fine line hurt rage wear pain bruce childhood trauma sleev bring feroc street justic give man credit perform set interpret apart previou bat actorsbut also favorit aspect market campaign batman honesttogod detect someth ive wait year see big screen fit movi like glovethi isnt favorit batman movi run time work well atmospher deriv much crow seven appreci technic standpoint sinc talk superhero movi surpris littl camerawork makeup sound design superb batmobil chase scene noth short jawdrop howev credit matt reev give dark knight charact arc think strengthen third act immenselyi cant honestli gaug film replay valu enjoy see im sequel thing ask plea plea joker stick differ pick someon el rogu galleri he done,positive
870,"The batman is so immersive and set in such a realistic take on Gotham, compared to the dark knight it's a very better take on Bruce Wayne and where his mind and morals are, the riddler also has a very good role and is very dark in his methods which makes the movie more interesting, intense and realistic, it's for sure the best batman movie I've watched and I hope we see The batman 2, (hopefully we'll see the joker!)",batman immers set realist take gotham compar dark knight better take bruce wayn mind moral riddler also good role dark method make movi interest intens realist sure best batman movi ive watch hope see batman hope well see joker,positive
871,"Batman acts more like a detective, running around not knowing he is wearing a Batman suit.Catwoman went woke.Villains are not good. Riddler trying very hard to copy The Joker (Heath Ledger)No Batman tech to speak of.Missing that Batman feeling.(Music was good though, but somehow it always is in Batman movies)",batman act like detect run around know wear batman suitcatwoman went wokevillain good riddler tri hard copi joker heath ledgerno batman tech speak ofmiss batman feelingmus good though somehow alway batman movi,positive
872,"I just came back home after watching The Batman on IMAX. And let me say in advance: it's a 10/10 reboot. It seemed impossible, but Matt Reeves deserves a lot of kudos for delivering the very first true ""Batman"" as in the comics, instead of an exaggerated and over-the-top version for live-action.This is Batman, in his second year as the masked vigilante. So he still lacks experience, he's unsure of himself. A perfect sequel to the super classic Batman: Year One, by Miller and Mazzucchelli. If you didn't read that yet, I highly recommend you do it first.And finally, this is a truly grounded Batman. Different from Nolan's more ""Shakespearean"" approach. Reeves' Batman is more of a detective story with a psychological thriller structure that reminds us of Zodiac or Seven. And this is very refreshing. It's 3 hours long, but the story is engaging enough to keep us from feeling tired. If you don't like investigation stories, you won't like this Batman. This is not a popcorn blockbuster filled with bombastic action. This is way more interesting.It's very difficult to not discuss spoilers, so I will not do that in the first few paragraphs, but I want to discuss where the story goes from here. I will mark SPOILERS before writing about it down below.First of all, wow, I think this is the best cast of actors in any Batman. If you told me that Robert Pattinson would be a great Batman choice, in 2008, I would have laughed at your face, very hard. Anyone would. But in recent years he has proved that he's more than a teenager favorite. I changed my mind after Nolan's Tenet. And wow, he does deliver. He looks great in the mask, I can truly see Batman there. He is also a very good young Bruce Wayne. He didn't have enough to work on Bruce just yet, because it's Batman Year Two, so he's still not the super sharp, super clever Bruce in his 40s. This is Bruce in his 30s, so he's still edgy and unsure. Pattinson portrays this stage of Bruce very well. It's a super solid Batman, one that rivals Christian Bale's version.Second of all, wow again, Zoe Kravitz as Selina Kyle is by far the best version of Catwoman in live-action to date, bar none. Sorry, Anne Hathaway doesn't come close. Zoe's version is very true to Batman Year One, both visually and in attitude. Previous versions worried more about the visuals, but not about the character. In all previous movies, she wasn't important to the story, at all. In this incarnation, with a young and inexperienced Batman, she is a key point to the success of this story. We can't take away Catwoman and make this story work. So kudos for finally delivering a Catwoman that actually had a reason to exist in the story.Third, Jeffrey Wright is the first Jim Gordon that really feels like a true, working detective. Yes, Gary Oldman still is visually much closer to the comics' version. But Jeffrey Wright, as Zoe Kravitz, delivers a character that actually has more things to do than just look the part. And that's one problem I have with all Nolan's movies. They are laser-focused on Batman, and the secondary characters have very little to do in the stories. The Dark Knight is just Batman and the Joker. Dark Knight Rises is Batman and Bane and a twist ending that heavily destroys Bane as a character, the worst of the trilogy. Meanwhile, Gordon, Catwoman, and everybody else mostly just shows up, and they're gone, and you don't notice them.Michael Cane is still the best Alfred, and Michael Gough still is the one that feels more comics accurate. But Cane's Alfred speaks too much, feels more like a coach. And Gough's Alfred didn't have a lot to do. Now Andy Serkis' Alfred is more balanced. He didn't have a lot to do, but I think he was good enough to deliver a convincing Alfred for this version of Batman.Now the villains were a mixed bag. As everyone already knows Colin Ferrell steals the show. He's the best incarnation of the Penguin and he is very convincing as a mobster. Although he was not the main antagonist, I can see his character grow from here.Paul Dano was a fantastic Riddler. I never thought of the Riddler as a psychopathic serial killer, but now that I saw it, it seems very obvious that this was the only way to handle this character. Every other incarnation of the Riddler was handled very poorly and he always end up being goofy. Remember Jim Carrey? Now, this was a total 180 degrees shift and it's what makes this whole movie work. This is a very ominous presence.Different from Nolan's over-the-top and explosive Dark Knight, Reeves was super smart in toning down Batman to be more a street-level hero. He's still too strong, but Nolan's version was too buffed, he was too strong, too fast, with gadgets that could almost be in a Star Trek movie. Many people consider those movies ""grounded"" and ""more realistic"", but that was more about the darker tone of the movie. Batman itself was almost unbelievable.Now, the only miscast was John Turturro as Carmine Falcone. And it's a bummer because in this story Falcone plays a crucial role. But I can't see Turturro and not be reminded of goofy roles such as that wacky agent from Transformers. He doesn't have the gravitas to be the boss of the gangsters. I think they could've cast any of the mob leaders from The Many Saints of Newark, such as Jon Bernthal, Alessandro Nivola, or why not OG Ray Liotta himself?I'm focusing on the characters a lot because they are the sole reason this movie works at all. Again compared to the previous movies, Nolan likes to make big operas, big Shakespearean dramas, something to watch while listening to something like Beethoven's No. 9 or Chariots of Fire or something like that. Nolan's Batman and Joker are Shakespearean dramatic characters. Nothing wrong with that, but it takes away from the story and mostly from the other characters.In Reeve's incarnation, he is truly grounded. Gotham City is fully realized and finally works as a character. The story progresses with everybody playing a key role in it. The plot thickens and the big reveal does remind me of Finch's Seven. I'll come back to the finale in the spoiler section.In terms of visuals and production values, again this movie delivers. It's dark and gritty as we like it, but it's also believable enough. This version of Gotham sets itself clearly as New York City, and therefore Batman has more mobility using a bike than a car, which I think was a smart choice. Because Batman wouldn't be able to go anywhere in New York's traffic with the Batmobile. So the car is used sparingly in very specific situations and the rest is done by motorcycle.Batman relies less on gimmicky spear guns, and finally, it's not easy to just jump off buildings. At least not for Batman in Year Two. I like the way he's still inexperienced and functions less like a super ninja and more like a brawler.Undeniable 10/10.",came back home watch batman imax let say advanc reboot seem imposs matt reev deserv lot kudo deliv first true batman comic instead exagger overthetop version liveactionthi batman second year mask vigilant still lack experi he unsur perfect sequel super classic batman year one miller mazzucchelli didnt read yet highli recommend firstand final truli ground batman differ nolan shakespearean approach reev batman detect stori psycholog thriller structur remind u zodiac seven refresh hour long stori engag enough keep u feel tire dont like investig stori wont like batman popcorn blockbust fill bombast action way interestingit difficult discus spoiler first paragraph want discus stori goe mark spoiler write belowfirst wow think best cast actor batman told robert pattinson would great batman choic would laugh face hard anyon would recent year prove he teenag favorit chang mind nolan tenet wow deliv look great mask truli see batman also good young bruce wayn didnt enough work bruce yet batman year two he still super sharp super clever bruce bruce he still edgi unsur pattinson portray stage bruce well super solid batman one rival christian bale versionsecond wow zoe kravitz selina kyle far best version catwoman liveact date bar none sorri ann hathaway doesnt come close zoe version true batman year one visual attitud previou version worri visual charact previou movi wasnt import stori incarn young inexperienc batman key point success stori cant take away catwoman make stori work kudo final deliv catwoman actual reason exist storythird jeffrey wright first jim gordon realli feel like true work detect ye gari oldman still visual much closer comic version jeffrey wright zoe kravitz deliv charact actual thing look part that one problem nolan movi laserfocus batman secondari charact littl stori dark knight batman joker dark knight rise batman bane twist end heavili destroy bane charact worst trilog meanwhil gordon catwoman everybodi el mostli show theyr gone dont notic themmichael cane still best alfr michael gough still one feel comic accur cane alfr speak much feel like coach gough alfr didnt lot andi serki alfr balanc didnt lot think good enough deliv convinc alfr version batmannow villain mix bag everyon alreadi know colin ferrel steal show he best incarn penguin convinc mobster although main antagonist see charact grow herepaul dano fantast riddler never thought riddler psychopath serial killer saw seem obviou way handl charact everi incarn riddler handl poorli alway end goofi rememb jim carrey total degre shift make whole movi work omin presencediffer nolan overthetop explos dark knight reev super smart tone batman streetlevel hero he still strong nolan version buf strong fast gadget could almost star trek movi mani peopl consid movi ground realist darker tone movi batman almost unbelievablenow miscast john turturro carmin falcon bummer stori falcon play crucial role cant see turturro remind goofi role wacki agent transform doesnt gravita bos gangster think couldv cast mob leader mani saint newark jon bernthal alessandro nivola og ray liotta himselfim focus charact lot sole reason movi work compar previou movi nolan like make big opera big shakespearean drama someth watch listen someth like beethoven chariot fire someth like nolan batman joker shakespearean dramat charact noth wrong take away stori mostli charactersin reev incarn truli ground gotham citi fulli realiz final work charact stori progress everybodi play key role plot thicken big reveal remind finch seven ill come back final spoiler sectionin term visual product valu movi deliv dark gritti like also believ enough version gotham set clearli new york citi therefor batman mobil use bike car think smart choic batman wouldnt abl go anywher new york traffic batmobil car use sparingli specif situat rest done motorcyclebatman reli le gimmicki spear gun final easi jump build least batman year two like way he still inexperienc function le like super ninja like brawlerundeni,positive
873,"Well there, story could have been better or maybe the direction. Had high hopes from the anticipation but anyways its nowhere closer to dark knight.might not even add the need arises.",well stori could better mayb direct high hope anticip anyway nowher closer dark knightmight even add need aris,positive
874,"I went in with ultra-low expectations because I think Robert Pattison is a god-awful actor and, this film took my expectations and made me promptly realise that, you can always go lower.I'm actually angry I wasted 3 hours of my life (and trust me, every minute of that time was felt).However, let's have some positives: cinematography is great and the music is fantastic. The opening scenes with The Batman made me think, I was going to have another Heath moment and be forced to eat my words because those opening scenes are indeed something special.But then the film gets going. Part ""Saw"" rip-off and so desperately wants to be ""Se7en"" in its execution, the story dragged. You don't care about any of the characters and I found myself pining for Clooney and his bat-nipples and Mr. Freeze.What I found really funny though is the producer of this utter mess got in touch with Nolan and warned him, ""We're going to make a better Batman than you."" No. Just no.Like the last Lord of The Rings film, this has an ending that just keeps on coming. Something wraps up and you start to get ready to leave, the film continues. Something else is wrapped up and you think, ""That's it..."" and it keeps going.... Something else, and on and on and on...I can see why the guy in the seat nearby racked up a massive line of coke and snorted it midway through (and no, I'm not joking... Welcome to Southampton).With regards to the plank of wood.... Sorry... ""Pattison"". In the initial scenes I was genuinely excited. Never a fan of his costume before, seeing it here - suddenly I ""got it"". He proper beats down on someone in a vicious attack. They get back up... In fact, everyone he bat-punches gets back up and just attacks him from behind again. There's no real threat here. When Bale smacked someone down, they stayed dead. But then, when Bale stripped off (same as Affleck), they were built. Robert looked like me and I look like Mr. Burns from The Simpsons. A skeletal mess with no beef there whatsoever. In fact, when Robert bent over in one topless scene, his bones stuck out and I thought wings were going to pop out. But then, why wouldn't they when he infamously said he refused to bulk up for the role (I would have sacked him there and then).His time as Bruce is strictly limited - thank God - so you can't really judge him for that. As Bruce he just stands there and looks confused. As The Batman, by the end he became a parody. His Batman voice changed to the same sound as the joke Batman in the college humour videos (A is for Alfred = genius). When he was mad, it just look like he was pulling a cum-face. And don't even get me started on the Adrian Mole diary keeping that's going in with the voice-over narration.Honestly, with the exception of the opening ten minutes or so, I have never hated a film so much as I did this and given I went in with low expectations, even I am surprised at how fuming I am at myself for wasting my time on it.",went ultralow expect think robert pattison godaw actor film took expect made promptli realis alway go lowerim actual angri wast hour life trust everi minut time felthowev let posit cinematographi great music fantast open scene batman made think go anoth heath moment forc eat word open scene inde someth specialbut film get go part saw ripoff desper want seen execut stori drag dont care charact found pine clooney batnippl mr freezewhat found realli funni though produc utter mess got touch nolan warn go make better batman nolik last lord ring film end keep come someth wrap start get readi leav film continu someth el wrap think that keep go someth el oni see guy seat nearbi rack massiv line coke snort midway im joke welcom southamptonwith regard plank wood sorri pattison initi scene genuin excit never fan costum see suddenli got proper beat someon viciou attack get back fact everyon batpunch get back attack behind there real threat bale smack someon stay dead bale strip affleck built robert look like look like mr burn simpson skelet mess beef whatsoev fact robert bent one topless scene bone stuck thought wing go pop wouldnt infam said refus bulk role would sack thenhi time bruce strictli limit thank god cant realli judg bruce stand look confus batman end becam parodi batman voic chang sound joke batman colleg humour video alfr geniu mad look like pull cumfac dont even get start adrian mole diari keep that go voiceov narrationhonestli except open ten minut never hate film much given went low expect even surpris fume wast time,neutral
875,"I'm so sad to see so many negative reviews. I absolutely loved this movie. I think having this movie made as a detective thriller made it more interesting. It has horror elements and is still a hero/villain movie. The mood and tone really reflect how terrifying it is to live in Gotham. Robert Pattinson is a good choice for Batman, for he is so moody and mysterious. The use of music was also very good, low key and creepy. This is the kind of movie I can watch over and over again. Starts off more horror but then turns thriller and action. The ending was somewhat satisfying for me but if there is a sequel, I will be watching. Great casting and a good movie overall. Would definitely recommend.",im sad see mani neg review absolut love movi think movi made detect thriller made interest horror element still herovillain movi mood tone realli reflect terrifi live gotham robert pattinson good choic batman moodi mysteri use music also good low key creepi kind movi watch start horror turn thriller action end somewhat satisfi sequel watch great cast good movi overal would definit recommend,positive
876,The best live action portrayal of Batman & maybe the start of a huge Batman universe. Robert Pattinson's voice is too perfect for this movie. His narration was soothing. Its like a start of something big. Zoe Kravitz was powerful too. And I do like the new Gordon. Penguin was on point. Just needed the eye glass. The cinematography is beautiful. Action in the third act was electrifying. The score is going through my mind everyday. It was epic. This is film.,best live action portray batman mayb start huge batman univers robert pattinson voic perfect movi narrat sooth like start someth big zoe kravitz power like new gordon penguin point need eye glass cinematographi beauti action third act electrifi score go mind everyday epic film,positive
877,"If you are into old photography, adult stuff movies, that you deliver a more realistic and raw atmosphere this movie is for you, this is definitely the best Batman.",old photographi adult stuff movi deliv realist raw atmospher movi definit best batman,positive
878,"This movie is AMAZING! The Character development is just perfect! The plot twist in the story is just incredible, i don't even expect it at all! This is how DC movies should be!10/10, best DC movie I've ever watched since Joker (2019), i really recommend this movie!",movi amaz charact develop perfect plot twist stori incred dont even expect dc movi best dc movi ive ever watch sinc joker realli recommend movi,positive
879,"Was an entertaining film, but the.whole Catwoman storyline was utterly useless to the overall theme and honestly would've been a better movie without it; should've kept the focus more on Alfred and Riddler plot lines. Was definitely a long film that taped together several plot lines, the worst of which was absolutely Catwoman.",entertain film thewhol catwoman storylin utterli useless overal theme honestli wouldv better movi without shouldv kept focu alfr riddler plot line definit long film tape togeth sever plot line worst absolut catwoman,negative
880,"In my opinion, this movie is not only the best film adaptation of Batman, but it is also one of, if not the best superhero movie ever made!If you're a Batman fan, I recommend you watch and enjoy this masterpiece!",opinion movi best film adapt batman also one best superhero movi ever madeif your batman fan recommend watch enjoy masterpiec,positive
881,"It is a good movie but it is not a Batman movie. I have watched good and bad batman movie, but this one is odd. If you edit out batman and replace it with anyone else will have a more interesting story. Batman service no purpose on the movie rather than a marketing scheme. I went there for a Batman movie. It is cool they try new stuff. However, I feels like a more settle, well written regular detective story will be more heart whelming. You don't feel the same attachment to Bruce Wayne in Dark knight. I am really disappointed. I think it structured as movie is terrible. The romance is terrible written. They should just delete the romance in the movie. It services no purpose for the story development. With all the high tech, Batman cannot even find something on internet. Dark web is invented by US government, there is no way police do not know what you posted. In conclusion, the new batman is just a guy with costume not a Batman. Sometime, stupid damn movies they have a theme, and this one just don't have one. It failed as movie, maybe cool for TV shows.",good movi batman movi watch good bad batman movi one odd edit batman replac anyon el interest stori batman servic purpos movi rather market scheme went batman movi cool tri new stuff howev feel like settl well written regular detect stori heart whelm dont feel attach bruce wayn dark knight realli disappoint think structur movi terribl romanc terribl written delet romanc movi servic purpos stori develop high tech batman even find someth internet dark web invent u govern way polic know post conclus new batman guy costum batman sometim stupid damn movi theme one dont one fail movi mayb cool tv show,neutral
882,"Watched ""The Batman"" with Pattison just now. I can see why there is some polarity, if you check user reviews, but personally, I quite liked it.I agree that Pattison is ""controversial"" here, mostly because of the looks. Batman is one of those characters (along with Judge Dredd), that requires an actor with... Articulate chin and lips. And let's be honest it's difficult to call Robert's face ""masculine"". He does compensate for that with eyes, though.But aside from the looks, some people may find his overall portrayal of the character as ""too brooding"". And I would agree, that the haircut and overall demeanor of his as ""Bruce Wayne in public"" is a bit emo-style and does not fit the character that well. But again - that's (mostly) the looks.In terms of everything else, though... I would dare say that it is somewhat realistic. Or at least ""the feel"" of it all is. And I think that's where all controversy is coming from: it's not ""comics"". Previously even Nolan's trilogy of ""Batman V Superman"", which were relatively ""dark"", were ""comics"". This movie does not feel like ""comics"" based. I dare say, that if you removed all the knowledge about the character, you would not think of it as ""comics-based"" after watching.It has that kind of atmosphere... I am not sure how to describe it. It reminds me of some movies, probably mockumentary ones or even those older ""prohibited"" ones. Like something slimy, but without the slime. Like lump of dead flesh falling on the floor, because it is a real dead flesh and not some prop, because it's a snuff movie. It's ""yucky"". Close to ""Irreversible"" kind of yucky, but not on the same level, because otherwise it would scare the audience from the theaters.That's not something most viewers were expecting, I am sure. But it fits.What made Batman comics stand out back in the day (and to an extent today without people realizing it) were characters, that had psychological traumas or disorders. They usually were not driven by something ephemeral, there was order behind the madness. That's what made ""The Joker"" movie a hit, if you think about it.And ""The Batman"" delivers the same thing, but also on the ""hero"". There are glimpses of his insanity here and there. And only glimpses of the motivation. There is not much of ""bravado"" from Batman besides ""I am vengeance"" very early in the movie. The man is clearly in a state similar to mixed states of bipolar: he is depressive, he sees the world very darkly, but yet he has signs of mania, because he thinks that he is the only one (or one of the few) who can change that.And I think this scares a lot of viewers. Because it makes the character ""too human"". Even more human than the what Ben Afflek delivered in his ""disappointed by life"" version of Batman. It's no longer a ""rock"" akin to Superman and is even more ""human"" than Spider-Man, which became a hit because Peter was very relatable to kids and young people.Almost everything in the movie was delivering this kind of feeling. Or at least I interpreted it that way. Sense of lifelessness behind the act of life, I guess. Do I find the movie ""the best ever""? Hell, no. I agree, that it may be too long, for example. I would probably prefer it as a TV Series. Or maybe a series of shorter movies, like ""Spawn"" animation, which had similar atmosphere, actually. But, personally, I would not mind a continuation of this version. In fact, I'd prefer it more than continuation of Nolan's action-packed trilogy even.",watch batman pattison see polar check user review person quit like iti agre pattison controversi mostli look batman one charact along judg dredd requir actor articul chin lip let honest difficult call robert face masculin compens eye thoughbut asid look peopl may find overal portray charact brood would agre haircut overal demeanor bruce wayn public bit emostyl fit charact well that mostli looksin term everyth el though would dare say somewhat realist least feel think that controversi come comic previous even nolan trilog batman v superman rel dark comic movi feel like comic base dare say remov knowledg charact would think comicsbas watchingit kind atmospher sure describ remind movi probabl mockumentari one even older prohibit one like someth slimi without slime like lump dead flesh fall floor real dead flesh prop snuff movi yucki close irrevers kind yucki level otherwis would scare audienc theatersthat someth viewer expect sure fitswhat made batman comic stand back day extent today without peopl realiz charact psycholog trauma disord usual driven someth ephemer order behind mad that made joker movi hit think itand batman deliv thing also hero glimps insan glimps motiv much bravado batman besid vengeanc earli movi man clearli state similar mix state bipolar depress see world darkli yet sign mania think one one chang thatand think scare lot viewer make charact human even human ben afflek deliv disappoint life version batman longer rock akin superman even human spiderman becam hit peter relat kid young peoplealmost everyth movi deliv kind feel least interpret way sen lifeless behind act life guess find movi best ever hell agre may long exampl would probabl prefer tv seri mayb seri shorter movi like spawn anim similar atmospher actual person would mind continu version fact id prefer continu nolan actionpack trilog even,neutral
883,"Nice visuals, geat shots, and the best - most comic accurate - depiction of Gotham so far. The whole apmosphere of the city was awesome. I liked the casting, everyone was great in their roles, the chemistry worked between the characters. The idea behind the main story was also good, it could have been an interestig plot... But: it was sooo poorly executed! There were parts, where it felt terribly contrived, and despite it was a story which finally put Batman really in a detective role, he was terribly slow! And not just at the investigation but in the fight scenes, TOO! And in a Batman moovie those two things are quite unforgivable... You can find yourself yelling at the screen: 'MOVE! Do something, damn it!' They can say that he is still a newbie Batman, whitout enough experience, but good God, he felt so OLD and tired sometimes... And the long-long boring shots and meaningless slo-mos did not help. They should have cut half of them and than we would have had a nicer paced movie.And basically in this BATMAN movie Batman did not saved the day in time and did not solved any mistery in time. He was constantly late and SLOOOW...! Ugh.Quite a frustrating watch.But maybe if it becomes its own ""series"" than it could be a good base for his improwement... Who knows.So good parts-bad parts... It could have been a great Batman concept but its not quite there yet.",nice visual geat shot best comic accur depict gotham far whole apmospher citi awesom like cast everyon great role chemistri work charact idea behind main stori also good could interestig plot sooo poorli execut part felt terribl contriv despit stori final put batman realli detect role terribl slow investig fight scene batman moovi two thing quit unforgiv find yell screen move someth damn say still newbi batman whitout enough experi good god felt old tire sometim longlong bore shot meaningless slomo help cut half would nicer pace movieand basic batman movi batman save day time solv misteri time constantli late slooow ughquit frustrat watchbut mayb becom seri could good base improw knowsso good partsbad part could great batman concept quit yet,positive
884,"I am a big Batman fan and have been for many years, I went into this film with low expectations and they didn't disappoint! I so wanted it to be something special but it really wasn't, I really like Robert Pattinson as an actor but as Batman... he just didn't fit the part.The film was excruciatingly long and for what? They could have easily trimmed half an hour off just by cutting down the time people stared at each other!Towards the end it started to feel like they just added a bit more to finish the film off and then a bit more and finally a bit more and most of it felt unnecessary.I saw it in imax and the loud noises were loud(which was good, it helped keep me awake at points) but some of the talking almost seemed muffled!It was unnecessarily dark alot but in a washed out sort of way. At times it would seem almost unviewable but didn't feel like it was supposed to be!Andy serkis is another great actor but was totally wasted on playing Alfred.Jeffrey wright was an awesome Jim Gordon but he was a far cry from the make Gotham great Jim and more of a dependent on Batman to do his job for him JimThe fight scenes were pretty cool and well choreographed but for a 3 hour long film there wasn't enough and nowhere near as brutal as I went into the film believing them to be, also I understand that this film was set as year 2 Batman but why was he almost invincible? There were times when he should have been hurt, like probably not getting up from that one hurt and he just kinda shrugged it off without a scratchAnd finally, we were told we were getting a dark, unhinged and creepy Riddler, he started strong, when we finally see him without his mask he has a brief moment of looking the real deal and then in the blink of an eye he became nothing and ended up just being a disgruntled Redditor who recruited a small army of keyboard warriors to finish his plan, but why allow them to catch him so easily anyway? I know he's crazy but he still has a logical brain! Surely at that point he wouldn't have already know that it was easier getting out of Arkham than a wet paper bag!And the worlds greatest detective didn't even realise what the end game was until the riddler basically told him and by the time he worked it out he was already too late!If you want to watch a dark gritty comic book film noir just rewatch Watchmen, better story, better soundtrack, better lighting and better pacing.",big batman fan mani year went film low expect didnt disappoint want someth special realli wasnt realli like robert pattinson actor batman didnt fit partth film excruciatingli long could easili trim half hour cut time peopl stare othertoward end start feel like ad bit finish film bit final bit felt unnecessaryi saw imax loud nois loudwhich good help keep awak point talk almost seem muffledit unnecessarili dark alot wash sort way time would seem almost unview didnt feel like suppos beandi serki anoth great actor total wast play alfredjeffrey wright awesom jim gordon far cri make gotham great jim depend batman job jimth fight scene pretti cool well choreograph hour long film wasnt enough nowher near brutal went film believ also understand film set year batman almost invinc time hurt like probabl get one hurt kinda shrug without scratchand final told get dark unhing creepi riddler start strong final see without mask brief moment look real deal blink eye becam noth end disgruntl redditor recruit small armi keyboard warrior finish plan allow catch easili anyway know he crazi still logic brain sure point wouldnt alreadi know easier get arkham wet paper bagand world greatest detect didnt even realis end game riddler basic told time work alreadi lateif want watch dark gritti comic book film noir rewatch watchman better stori better soundtrack better light better pace,positive
885,"Let's start with what's not the best with this movie. It's very very long, it should of been shorter as there was a fair bit of stuff that made the movie bloated. Pattinson was a very mopey uncharismatic Bruce Wayne and Alfred did not feel like a father figure to Bruce. Oh and there was a very cringey line about wealthy white men but it's gone in a second.Positives, let's talk about them. Kravitz and Wright as Gordon and Selina Kyle where absolutely fantastic. Pattinson was great as Batman despite not being great as Bruce. Pattinson gives Batman levels. Farrell as Penguin was brilliant, you wouldn't even know it's him as was Turturros Falcone. Riddler was a very good villain too and had Batman questioning everything he believed in. Batman does more detective work in this film than in any other movie, he is clever and thorough. The film had ""The Long Halloween"" vibes in moments and definitely some ""Seven"" vibes too. Overall this is a very good movie albeit a bit long.",let start what best movi long shorter fair bit stuff made movi bloat pattinson mopey uncharismat bruce wayn alfr feel like father figur bruce oh cringey line wealthi white men gone secondposit let talk kravitz wright gordon selina kyle absolut fantast pattinson great batman despit great bruce pattinson give batman level farrel penguin brilliant wouldnt even know turturro falcon riddler good villain batman question everyth believ batman detect work film movi clever thorough film long halloween vibe moment definit seven vibe overal good movi albeit bit long,positive
886,"The Batman is not an origin story, yet it feels new. Robert Pattinson breathes new life into the character; he makes for a convincing Batman. His Bruce Wayne, though, is sulky. It's a good thing the film focuses more on Batman than Bruce.The villains are entertaining. Colin Farrell as the Penguin is unrecognizable. His character is presented as more of a weasel here than in other movie iterations. More of him is necessary in the sequel. Paul Dano shines as the Riddler, but is not given enough screen time. His half hour at the end of the film is absolutely thrilling.Zoe Kravitz is wonderful as Selina Kyle, but Her Catwoman is underwritten.So what does happen in three hours? A lot of long, unnecessary scenes that try to tie plot lines together while establishing this new Batman in the same, old Gotham.When the film is action-packed, it's amazing. In its quieter moments, it lingers.",batman origin stori yet feel new robert pattinson breath new life charact make convinc batman bruce wayn though sulki good thing film focus batman bruceth villain entertain colin farrel penguin unrecogniz charact present weasel movi iter necessari sequel paul dano shine riddler given enough screen time half hour end film absolut thrillingzo kravitz wonder selina kyle catwoman underwrittenso happen three hour lot long unnecessari scene tri tie plot line togeth establish new batman old gothamwhen film actionpack amaz quieter moment linger,positive
887,I have watched all the Batman movies I am very disappointed that Warner Brothers would even allow this movie to be made like this this makes Batman forever look good I give this zero out of 10.,watch batman movi disappoint warner brother would even allow movi made like make batman forev look good give zero,positive
888,"Very surprised. Honestly great story , unbelievable acting by Patterson and the leads. All I can say is its more a horror thriller , detective movie then a superhero film. Which worked great! Really hope there is a part 2.",surpris honestli great stori unbeliev act patterson lead say horror thriller detect movi superhero film work great realli hope part,positive
889,"This movie encapsule everything about batman, the evolution from vengeance to justice and fear to hope. And I havent even started on the cinematography of this movie, which was magnificent and fitting.",movi encapsul everyth batman evolut vengeanc justic fear hope havent even start cinematographi movi magnific fit,positive
890,"There are parts of this film I love - penguin and riddler are great. The look and feel are mostly great. But somehow, I just came away underwhelmed.Pattinson is the only weak casting in the entire film, but as the lead, it matters - he's been wonderful elsewhere, but he's not a good Batman.The film mostly looks good, but a few moments take me out of it - the worst is the car chase. The moment we see Batman walking towards us, upside down and all menacing is fantastic, but the 5 minutes before are pointless and you feel it was just there so that the cool shot could be put in - things like this spoil the flow of the film.",part film love penguin riddler great look feel mostli great somehow came away underwhelmedpattinson weak cast entir film lead matter he wonder elsewher he good batmanth film mostli look good moment take worst car chase moment see batman walk toward u upsid menac fantast minut pointless feel cool shot could put thing like spoil flow film,positive
891,"Well, I used to hate batman movies as there wasn't enough logical explanation over what is happening. Like a joker is just running around and killing everything doesn't seem realistic or appealing to me. But not for this movie. The main villains always remain in the dark. Everything is just well organized. And Pattinson goes beyond perfect for the Batman character.",well use hate batman movi wasnt enough logic explan happen like joker run around kill everyth doesnt seem realist appeal movi main villain alway remain dark everyth well organ pattinson goe beyond perfect batman charact,neutral
